#  Timestep    No_Moles    No_Specs   Si192O384         OH2
#  Timestep    No_Moles    No_Specs Si192O384O10H24         OH2        O2H3          OH
       9545           9           4           1           4           2           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3          OH
       9550           8           4           1           4           2           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       9555           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       9560           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       9565           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       9570           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9575           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3          OH
       9580          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3          OH
       9585           8           4           1           4           2           1
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3          OH
       9590           8           4           1           4           2           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       9595          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9600           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9605           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9610           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9615           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9620           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9625           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9630           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9635           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9640           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9645           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9650          10           4           1           6           1           2
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2          OH
       9655           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2          OH
       9660           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2          OH
       9665           9           3           1           7           1
