#  Timestep    No_Moles    No_Specs   Si192O384         OH2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8205           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8210           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8215           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8220           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8225           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8230           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8235           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8240           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8245           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8250           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8255           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8260           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8265           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       8270           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3
       8275           7           3           1           3           3
#  Timestep    No_Moles    No_Specs Si192O384O13H28         OH2        O2H3
       8280           6           3           1           3           2
#  Timestep    No_Moles    No_Specs Si192O384O13H28         OH2        O2H3
       8285           6           3           1           3           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3
       8290           7           3           1           3           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8295           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       8300           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       8305           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8310           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8315           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8320           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8325           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8330           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8335           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8340           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8345           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8350           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8355           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8360           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8365           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8370           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8375           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8380           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8385           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8390           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8395           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8400           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8405           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8410           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8415           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8420           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8425           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8430           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8435           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8440           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8445           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8450           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       8455           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       8460           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8465           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8470           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8475           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8480           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8485           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8490           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8495           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8500           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8505           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8510           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8515           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8520           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8525           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8530           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8535           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8540           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8545           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8550           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8555           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8560           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8565           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8570           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8575           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8580           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8585           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8590           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8595           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8600           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8605           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8610           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8615           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8620           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8625           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
       8630           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8635           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
       8640           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
       8645           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3
       8650           7           3           1           3           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
       8655           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
       8660           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       8665           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       8670           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
       8675           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
       8680           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
       8685           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
       8690           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       8695           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
       8700           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
       8705           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O13H28         OH2        O2H3
       8710           6           3           1           3           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       8715           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       8720           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O12H27         OH2          OH        O2H3
       8725           7           4           1           3           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       8730           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3          OH
       8735           9           4           1           4           3           1
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O2H3
       8740          10           4           1           4           2           3
#  Timestep    No_Moles    No_Specs Si192O384O8H21         OH2          OH        O2H3
       8745          10           4           1           4           2           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       8750           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8755           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8760           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8765           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8770           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8775           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8780           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8785           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8790           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8795           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8800           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8805           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8810           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8815           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8820           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8825           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8830           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8835           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8840           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8845           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8850           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       8855           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       8860           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8865           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8870           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8875           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8880           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8885           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8890           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8895           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8900           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8905           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8910           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8915           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8920           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8925           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8930           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8935           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       8940           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8945           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8950           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8955           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8960           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       8965           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       8970           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8975           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8980           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       8985           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       8990           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O14H29         OH2        O2H3
       8995           6           3           1           4           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O4H6
       9000           6           3           1           4           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3        O4H6
       9005           7           4           1           4           1           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3        O4H6
       9010           7           4           1           4           1           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3        O4H6
       9015           7           4           1           4           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       9020           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       9025           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       9030           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9035           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       9040           8           4           1           4           1           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       9045           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       9050           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       9055           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9060           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       9065          10           4           1           5           2           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
       9070           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
       9075           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2          OH        O2H3
       9080           9           4           1           5           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       9085           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9090           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9095           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9100           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9105           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9110           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2          OH        O2H3
       9115           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9120           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9125           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9130           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       9135           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       9140           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O14H29         OH2        O2H3
       9145           6           3           1           4           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9150           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9155          10           4           1           6           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9160          10           4           1           6           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9165          10           4           1           6           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9170          10           4           1           6           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9175          10           4           1           6           1           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       9180           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       9185           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       9190           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       9195           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       9200           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       9205           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       9210           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       9215           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O13H27         OH2        O2H3
       9220           7           3           1           5           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       9225           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H25         OH2        O2H3
       9230           8           3           1           6           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       9235           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       9240           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       9245           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       9250           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       9255           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       9260           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3          OH
       9265          10           4           1           7           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H23         OH2        O2H3
       9270           9           3           1           7           1
#  Timestep    No_Moles    No_Specs Si192O384O11H23         OH2        O2H3
       9275           9           3           1           7           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       9280           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3          OH
       9285           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3          OH
       9290           9           4           1           6           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3          OH
       9295           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       9300           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9305           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9310           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9315           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       9320           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2          OH        O2H3
       9325           9           4           1           4           1           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9330           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9335           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3
       9340           7           3           1           3           3
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       9345           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O13H28         OH2          OH        O2H3
       9350           7           4           1           4           1           1
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3
       9355           7           3           1           3           3
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       9360           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       9365           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       9370           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       9375           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       9380           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       9385           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       9390           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       9395           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       9400           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       9405           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       9410           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O9H22         OH2        O2H3
       9415           8           3           1           3           4
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3
       9420           7           3           1           3           3
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3
       9425           7           3           1           3           3
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3
       9430           8           3           1           4           3
#  Timestep    No_Moles    No_Specs Si192O384O8H20         OH2        O2H3
       9435           9           3           1           4           4
#  Timestep    No_Moles    No_Specs Si192O384O8H20         OH2        O2H3
       9440           9           3           1           4           4
#  Timestep    No_Moles    No_Specs Si192O384O8H20         OH2        O2H3          OH
       9445          10           4           1           5           3           1
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3
       9450           9           3           1           5           3
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2          OH        O2H3
       9455          10           4           1           6           1           2
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2          OH        O2H3
       9460          10           4           1           6           1           2
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3
       9465           9           3           1           6           2
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3
       9470           9           3           1           6           2
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3          OH
       9475          10           4           1           6           2           1
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3          OH
       9480          10           4           1           6           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9485           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O8H20         OH2          OH        O2H3
       9490          11           4           1           6           2           2
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3          OH
       9495          10           4           1           6           2           1
#  Timestep    No_Moles    No_Specs Si192O384O9H21         OH2        O2H3          OH
       9500          10           4           1           6           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9505           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O10H23         OH2        O2H3          OH
       9510           9           4           1           5           2           1
#  Timestep    No_Moles    No_Specs Si192O384O11H25         OH2        O2H3          OH
       9515           8           4           1           4           2           1
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3
       9520           7           3           1           4           2
#  Timestep    No_Moles    No_Specs Si192O384O10H22         OH2        O2H3
       9525           9           3           1           6           2
#  Timestep    No_Moles    No_Specs Si192O384O11H24         OH2        O2H3
       9530           8           3           1           5           2
#  Timestep    No_Moles    No_Specs Si192O384O12H26         OH2        O2H3          OH
       9535           8           4           1           5           1           1
#  Timestep    No_Moles    No_Specs Si192O384O12H27         OH2        O2H3          OH
       9540           8           4           1           4           1           2
