#  Timestep    No_Moles    No_Specs   Si192O384           H
#  Timestep    No_Moles    No_Specs Si192O384H10
       3645           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3650           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3655           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3660           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3665           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3670           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3675           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3680           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3685           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3690           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3695           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3700           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3705           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3710           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3715           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3720           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3725           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3730           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3735           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3740           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3745           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3750           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3755           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3760           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3765           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3770           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3775           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3780           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3785           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3790           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3795           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3800           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3805           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3810           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3815           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3820           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3825           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3830           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3835           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3840           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3845           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3850           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3855           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3860           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3865           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3870           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3875           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3880           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3885           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3890           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3895           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3900           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3905           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3910           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3915           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3920           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3925           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3930           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3935           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3940           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3945           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3950           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3955           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3960           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3965           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3970           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3975           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3980           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3985           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3990           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       3995           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4000           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4005           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4010           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4015           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4020           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4025           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4030           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4035           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4040           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4045           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4050           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4055           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4060           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4065           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4070           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4075           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4080           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4085           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4090           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4095           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4100           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4105           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4110           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4115           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4120           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4125           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4130           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4135           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4140           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4145           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4150           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4155           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4160           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4165           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4170           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4175           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4180           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4185           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4190           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4195           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4200           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4205           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4210           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4215           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4220           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4225           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4230           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4235           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4240           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4245           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4250           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4255           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4260           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4265           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4270           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4275           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4280           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4285           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4290           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4295           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4300           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4305           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4310           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4315           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4320           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4325           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4330           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4335           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4340           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4345           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4350           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4355           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4360           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4365           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4370           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4375           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4380           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4385           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4390           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4395           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4400           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4405           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4410           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4415           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4420           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4425           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4430           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4435           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4440           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4445           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4450           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4455           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4460           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4465           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4470           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4475           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4480           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4485           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4490           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4495           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4500           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4505           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4510           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4515           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4520           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4525           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4530           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4535           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4540           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4545           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4550           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4555           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4560           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4565           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4570           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4575           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4580           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4585           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4590           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4595           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4600           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4605           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4610           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4615           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4620           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4625           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4630           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4635           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4640           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4645           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4650           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4655           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4660           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4665           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4670           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4675           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4680           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4685           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4690           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4695           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4700           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4705           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4710           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4715           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4720           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4725           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4730           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4735           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4740           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4745           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4750           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4755           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4760           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4765           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4770           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4775           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4780           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4785           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4790           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4795           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4800           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4805           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4810           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4815           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4820           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4825           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4830           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4835           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4840           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4845           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4850           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4855           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4860           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4865           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4870           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4875           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4880           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4885           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4890           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4895           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4900           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4905           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4910           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4915           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4920           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4925           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4930           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4935           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4940           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4945           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4950           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4955           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4960           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4965           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4970           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4975           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4980           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4985           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4990           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       4995           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H10
       5000           1           1           1
