#  Timestep    No_Moles    No_Specs   Si192O384          O2
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8225          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8230          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8235          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8240          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8245          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8250          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8255          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8260          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8265          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8270          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8275          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8280          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8285          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8290          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8295          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8300          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8305          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8310          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8315          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8320          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8325          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8330          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8335          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8340          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8345          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8350          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8355          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8360          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8365          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8370          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8375          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8380          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8385          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8390          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8395          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8400          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8405          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8410          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8415          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8420          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8425          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8430          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8435          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8440          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8445          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8450          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8455          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8460          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8465          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8470          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8475          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8480          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8485          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8490          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8495          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8500          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8505          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8510          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8515          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8520          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8525          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8530          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8535          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8540          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8545          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8550          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8555          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8560          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8565          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8570          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8575          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8580          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8585          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8590          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8595          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8600          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8605          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8610          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8615          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8620          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8625          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8630          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8635          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8640          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8645          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8650          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8655          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8660          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8665          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8670          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8675          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8680          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8685          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8690          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8695          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8700          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8705          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8710          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8715          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8720          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8725          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8730          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8735          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8740          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8745          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8750          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8755          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8760          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8765          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8770          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8775          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8780          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8785          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8790          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8795          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8800          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8805          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8810          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8815          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8820          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8825          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8830          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8835          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8840          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8845          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8850          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8855          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8860          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8865          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8870          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8875          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8880          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8885          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8890          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8895          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8900          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8905          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8910          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8915          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8920          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8925          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8930          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8935          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8940          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8945          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8950          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8955          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8960          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8965          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8970          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8975          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8980          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8985          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8990          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       8995          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9000          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9005          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9010          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9015          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9020          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9025          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9030          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9035          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9040          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9045          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9050          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9055          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9060          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9065          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9070          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9075          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9080          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9085          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9090          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9095          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9100          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9105          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9110          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9115          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9120          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9125          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9130          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9135          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9140          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9145          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9150          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9155          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9160          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9165          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9170          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9175          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9180          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9185          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9190          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9195          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9200          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9205          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9210          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9215          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9220          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9225          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9230          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9235          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O384          O2
       9240          11           2           1          10
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9245          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9250          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9255          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9260          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9265          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9270          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9275          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9280          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9285          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9290          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9295          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9300          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9305          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9310          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9315          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9320          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9325          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9330          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9335          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9340          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9345          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9350          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9355          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9360          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9365          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9370          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9375          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9380          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9385          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9390          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9395          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9400          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9405          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9410          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9415          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9420          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9425          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9430          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9435          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9440          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9445          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9450          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9455          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9460          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9465          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9470          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9475          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9480          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9485          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9490          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9495          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9500          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9505          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9510          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9515          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9520          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9525          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9530          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9535          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9540          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9545          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9550          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9555          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9560          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9565          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9570          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9575          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9580          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9585          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9590          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9595          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9600          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9605          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9610          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9615          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9620          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9625          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9630          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9635          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9640          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9645          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9650          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9655          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9660          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9665          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9670          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9675          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9680          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9685          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9690          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9695          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9700          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9705          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9710          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9715          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9720          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9725          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9730          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9735          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9740          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9745          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9750          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9755          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9760          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9765          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9770          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9775          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9780          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9785          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9790          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9795          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9800          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9805          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9810          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9815          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9820          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9825          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9830          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9835          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9840          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9845          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9850          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9855          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9860          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9865          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O386          O2
       9870          10           2           1           9
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9875           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9880           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9885           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9890           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9895           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9900           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9905           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9910           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9915           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9920           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9925           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9930           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9935           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9940           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9945           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9950           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9955           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9960           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9965           9           2           1           8
