#  Timestep    No_Moles    No_Specs   Si192O384           H
#  Timestep    No_Moles    No_Specs Si192O384H18
      17610           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17615           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17620           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17625           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17630           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17635           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17640           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17645           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17650           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17655           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17660           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17665           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17670           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17675           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17680           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17685           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17690           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17695           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17700           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17705           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17710           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17715           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17720           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17725           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17730           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17735           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17740           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17745           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17750           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17755           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17760           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17765           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17770           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17775           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17780           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17785           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17790           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17795           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17800           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17805           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17810           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17815           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17820           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17825           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17830           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17835           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17840           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17845           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17850           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17855           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17860           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17865           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17870           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17875           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17880           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17885           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17890           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17895           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17900           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17905           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17910           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17915           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17920           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17925           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17930           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17935           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17940           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17945           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17950           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17955           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17960           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17965           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17970           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17975           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17980           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17985           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17990           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      17995           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18
      18000           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18005           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18010           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18015           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18020           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18025           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18030           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18035           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18040           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18045           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18050           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18055           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O383H16         OH2           H
      18060           4           3           1           1           2
#  Timestep    No_Moles    No_Specs Si192O383H16         OH2           H
      18065           4           3           1           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18070           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18075           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18080           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18085           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18090           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18095           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18100           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18105           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18110           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18115           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18120           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18125           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18130           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18135           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18140           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18145           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18150           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18155           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18160           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18165           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18170           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18175           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18180           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18185           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18190           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18195           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18200           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18205           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18210           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18215           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18220           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18225           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18230           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18235           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18240           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      18245           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18250           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18255           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18260           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18265           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18270           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18275           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18280           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18285           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18290           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18295           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H18           H
      18300           3           2           1           2
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18305           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18310           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18315           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18320           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18325           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18330           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18335           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18340           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18345           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18350           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18355           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18360           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18365           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18370           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18375           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18380           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18385           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18390           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18395           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18400           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18405           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18410           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18415           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18420           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18425           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18430           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18435           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18440           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18445           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18450           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18455           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18460           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18465           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18470           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18475           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18480           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18485           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18490           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18495           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18500           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18505           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18510           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18515           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18520           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18525           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      18530           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      18535           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18540           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18545           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18550           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18555           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18560           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18565           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18570           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18575           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18580           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18585           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18590           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18595           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18600           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      18605           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      18610           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      18615           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18620           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18625           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18630           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18635           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18640           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18645           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18650           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18655           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18660           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18665           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18670           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18675           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      18680           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      18685           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      18690           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18695           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18700           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18705           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18710           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18715           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18720           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18725           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18730           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18735           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18740           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18745           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18750           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      18755           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      18760           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18765           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18770           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18775           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18780           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18785           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18790           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18795           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18800           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18805           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18810           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18815           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18820           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18825           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18830           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18835           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18840           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18845           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18850           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18855           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18860           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18865           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18870           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18875           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18880           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18885           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18890           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18895           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18900           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18905           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18910           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18915           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18920           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18925           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18930           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18935           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18940           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18945           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18950           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18955           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18960           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18965           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18970           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18975           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18980           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18985           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18990           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      18995           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19000           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19005           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19010           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19015           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19020           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19025           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19030           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19035           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19040           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19045           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19050           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19055           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19060           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19065           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19070           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19075           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19080           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19085           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19090           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19095           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19100           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19105           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19110           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19115           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19120           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19125           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19130           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19135           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19140           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19145           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19150           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19155           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19160           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19165           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19170           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19175           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19180           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19185           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19190           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19195           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19200           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19205           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19210           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19215           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19220           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19225           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19230           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19235           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19240           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19245           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19250           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19255           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19260           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19265           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19270           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19275           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19280           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19285           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19290           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19295           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19300           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19305           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      19310           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O383H17         OH2           H
      19315           3           3           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19320           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19325           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19330           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19335           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19340           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19345           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19350           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19355           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19360           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19365           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19370           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
      19375           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H19           H
